epoch,train_loss,valid_loss,accuracy,error_rate,f_beta,f_beta,time
0,0.431791,0.399304,0.809996,0.190004,0.807847,0.809996,
epoch,train_loss,valid_loss,accuracy,error_rate,f_beta,f_beta,time
0,0.350892,0.34591,0.840509,0.159491,0.838022,0.840509,
epoch,train_loss,valid_loss,accuracy,error_rate,f_beta,f_beta,time
0,0.317254,0.33961,0.849495,0.150505,0.848504,0.849495,
epoch,train_loss,valid_loss,accuracy,error_rate,f_beta,f_beta,time
0,0.292358,0.320022,0.859603,0.140397,0.858688,0.859603,
epoch,train_loss,valid_loss,accuracy,error_rate,f_beta,f_beta,time
0,0.23534,0.305619,0.871771,0.128229,0.87016,0.871771,
epoch,train_loss,valid_loss,accuracy,error_rate,f_beta,f_beta,time
0,0.203697,0.307591,0.876825,0.123175,0.87523,0.876825,
epoch,train_loss,valid_loss,accuracy,error_rate,f_beta,f_beta,time
0,0.301694,0.359527,0.845751,0.154249,0.842881,0.845751,
epoch,train_loss,valid_loss,accuracy,error_rate,f_beta,f_beta,time
0,0.192718,0.315366,0.873081,0.126919,0.871102,0.873081,
epoch,train_loss,valid_loss,accuracy,error_rate,f_beta,f_beta,time
0,0.162317,0.319781,0.888943,0.111057,0.879328,0.880943,
epoch,train_loss,valid_loss,accuracy,error_rate,f_beta,f_beta,time
0,0.142468,0.336199,0.877012,0.122988,0.875147,0.877012,
