epoch,train_loss,valid_loss,accuracy,error_rate,f_beta,f_beta,time
0,0.436055,0.407672,0.810745,0.189255,0.810227,0.810745,
epoch,train_loss,valid_loss,accuracy,error_rate,f_beta,f_beta,time
0,0.334179,0.322139,0.85717,0.14283,0.854352,0.85717,
epoch,train_loss,valid_loss,accuracy,error_rate,f_beta,f_beta,time
0,0.309383,0.316586,0.864845,0.135155,0.862876,0.864845,
epoch,train_loss,valid_loss,accuracy,error_rate,f_beta,f_beta,time
0,0.31808,0.320231,0.858106,0.141894,0.856506,0.858106,
epoch,train_loss,valid_loss,accuracy,error_rate,f_beta,f_beta,time
0,0.250681,0.293452,0.878323,0.121677,0.876841,0.878323,
epoch,train_loss,valid_loss,accuracy,error_rate,f_beta,f_beta,time
0,0.242028,0.311068,0.87514,0.12486,0.873748,0.87514,
epoch,train_loss,valid_loss,accuracy,error_rate,f_beta,f_beta,time
0,0.209423,0.355291,0.875889,0.124111,0.873814,0.875889,
epoch,train_loss,valid_loss,accuracy,error_rate,f_beta,f_beta,time
0,0.177912,0.298922,0.88919,0.10781,0.881747,0.88319,
epoch,train_loss,valid_loss,accuracy,error_rate,f_beta,f_beta,time
0,0.257523,0.400352,0.873456,0.126544,0.87147,0.873456,
epoch,train_loss,valid_loss,accuracy,error_rate,f_beta,f_beta,time
0,0.147401,0.485411,0.877761,0.122239,0.875872,0.877761,
