epoch,train_loss,valid_loss,accuracy,error_rate,f_beta,f_beta,time
0,0.642799,0.643464,0.620882,0.379118,0.604652,0.620882
1,0.602337,0.596589,0.677612,0.322388,0.677199,0.677612
2,0.592219,0.603062,0.671130,0.328870,0.664852,0.671130
3,0.574721,0.594195,0.685080,0.314920,0.684274,0.685080
4,0.554158,0.589126,0.691729,0.308271,0.691720,0.691729
5,0.532222,0.595973,0.688991,0.311009,0.688890,0.688991
6,0.506282,0.598943,0.687427,0.312573,0.687420,0.687427
7,0.473515,0.636265,0.675749,0.324251,0.674363,0.675749
8,0.410107,0.682410,0.673738,0.326262,0.673710,0.673738
9,0.403018,0.703075,0.667815,0.332185,0.667733,0.667815
