epoch,train_loss,valid_loss,accuracy,error_rate,f_beta,f_beta,time
0,0.645415,0.631792,0.644740,0.355260,0.644452,0.644740
1,0.612203,0.597988,0.678357,0.321643,0.678356,0.678357
2,0.590909,0.663511,0.640381,0.359619,0.614882,0.640381
3,0.573069,0.586722,0.691859,0.308141,0.691858,0.691859
4,0.551373,0.589065,0.690779,0.309221,0.689670,0.690779
5,0.540387,0.586727,0.689401,0.310599,0.689171,0.689401
6,0.512709,0.605353,0.681132,0.318868,0.678418,0.681132
7,0.468253,0.631274,0.680647,0.319353,0.680634,0.680647
8,0.423560,0.665134,0.674706,0.325294,0.674497,0.674706
9,0.388843,0.699644,0.670534,0.329466,0.670156,0.670534
