epoch,train_loss,valid_loss,accuracy,error_rate,f_beta,f_beta,time
0,0.642323,0.628872,0.640568,0.359432,0.640390,0.640568
1,0.611678,0.620079,0.650606,0.349394,0.641868,0.650606
2,0.615819,0.628825,0.682249,0.317751,0.681996,0.682249
3,0.576284,0.585502,0.689587,0.310413,0.688775,0.689587
4,0.558201,0.587630,0.689550,0.310450,0.688511,0.689550
5,0.540738,0.589980,0.685918,0.314082,0.685790,0.685918
6,0.521724,0.595761,0.686738,0.313262,0.686695,0.686738
7,0.465083,0.635327,0.676178,0.323822,0.674918,0.676178
8,0.421192,0.670178,0.674203,0.325797,0.674032,0.674203
9,0.402936,0.696528,0.671372,0.328628,0.671031,0.671372
