epoch,train_loss,valid_loss,accuracy,error_rate,f_beta,f_beta,time
0,0.627846,0.641115,0.625966,0.374034,0.616005,0.625966
1,0.622074,0.607923,0.670627,0.329373,0.669380,0.670627
2,0.598358,0.590498,0.684484,0.315516,0.683385,0.684484
3,0.573970,0.587131,0.689792,0.310208,0.688800,0.689792
4,0.557375,0.589097,0.686533,0.313467,0.686375,0.686533
5,0.537916,0.596595,0.689215,0.310785,0.689190,0.689215
6,0.506187,0.603363,0.685080,0.314920,0.684559,0.685080
7,0.470805,0.629949,0.681355,0.318645,0.681216,0.681355
8,0.437777,0.668546,0.673067,0.326933,0.672960,0.673067
9,0.389608,0.694137,0.669622,0.330378,0.669497,0.669622
