epoch,train_loss,valid_loss,accuracy,error_rate,f_beta,f_beta,time
0,0.443629,0.403494,0.818233,0.181767,0.815903,0.818233,
epoch,train_loss,valid_loss,accuracy,error_rate,f_beta,f_beta,time
0,0.363236,0.340821,0.850992,0.149008,0.849578,0.850992,
epoch,train_loss,valid_loss,accuracy,error_rate,f_beta,f_beta,time
0,0.301997,0.315405,0.85979,0.14021,0.858359,0.85979,
epoch,train_loss,valid_loss,accuracy,error_rate,f_beta,f_beta,time
0,0.31149,0.330853,0.856982,0.143018,0.855635,0.856982,
epoch,train_loss,valid_loss,accuracy,error_rate,f_beta,f_beta,time
0,0.246982,0.3021,0.86784,0.13216,0.866986,0.86784,
epoch,train_loss,valid_loss,accuracy,error_rate,f_beta,f_beta,time
0,0.210207,0.28781,0.881318,0.118682,0.879316,0.881318,
epoch,train_loss,valid_loss,accuracy,error_rate,f_beta,f_beta,time
0,0.201632,0.294403,0.879446,0.120554,0.87729,0.879446,
epoch,train_loss,valid_loss,accuracy,error_rate,f_beta,f_beta,time
0,0.16075,0.296518,0.889254,0.108746,0.880457,0.882254,
epoch,train_loss,valid_loss,accuracy,error_rate,f_beta,f_beta,time
0,0.159423,0.326046,0.876638,0.123362,0.875161,0.876638,
epoch,train_loss,valid_loss,accuracy,error_rate,f_beta,f_beta,time
0,0.134332,0.347576,0.879446,0.120554,0.877668,0.879446,
