epoch,train_loss,valid_loss,accuracy,error_rate,f_beta,f_beta,time
0,0.641667,0.642275,0.638351,0.361649,0.637489,0.638351
1,0.609764,0.601310,0.675693,0.324307,0.673432,0.675693
2,0.593146,0.589278,0.687334,0.312666,0.686225,0.687333
3,0.575759,0.584413,0.688991,0.311009,0.688244,0.688991
4,0.556934,0.582582,0.693945,0.306055,0.693940,0.693945
5,0.530878,0.596620,0.685117,0.314883,0.683872,0.685117
6,0.492992,0.608276,0.685322,0.314678,0.685319,0.685322
7,0.456715,0.643808,0.680089,0.319911,0.679970,0.680089
8,0.394717,0.699779,0.672360,0.327640,0.672191,0.672360
9,0.361143,0.733849,0.666474,0.333526,0.666025,0.666474
