epoch,train_loss,valid_loss,accuracy,error_rate,f_beta,f_beta,time
0,0.640155,0.643188,0.617604,0.382396,0.602087,0.617604
1,0.608357,0.613952,0.658242,0.341758,0.649004,0.658242
2,0.588574,0.616839,0.657106,0.342894,0.643206,0.657106
3,0.572379,0.589092,0.689140,0.310860,0.687950,0.689140
4,0.558120,0.589072,0.688544,0.311456,0.688086,0.688544
5,0.525976,0.602477,0.686346,0.313654,0.686097,0.686347
6,0.492091,0.609257,0.681709,0.318291,0.680382,0.681709
7,0.445532,0.637624,0.676941,0.323059,0.676790,0.676941
8,0.388573,0.692933,0.673756,0.326244,0.673707,0.673756
9,0.350902,0.735693,0.669044,0.330956,0.668959,0.669044
