epoch,train_loss,valid_loss,accuracy,error_rate,f_beta,f_beta,time
0,0.644357,0.635929,0.635576,0.364424,0.632113,0.635576
1,0.611720,0.624791,0.643305,0.356695,0.624778,0.643306
2,0.589238,0.605464,0.674837,0.325163,0.669463,0.674837
3,0.560705,0.586843,0.691543,0.308457,0.690658,0.691543
4,0.555056,0.598006,0.679269,0.320731,0.674623,0.679269
5,0.525960,0.597026,0.686607,0.313393,0.686444,0.686607
6,0.496752,0.611109,0.681188,0.318813,0.681167,0.681188
7,0.434273,0.665341,0.677239,0.322761,0.677239,0.677239
8,0.393449,0.706192,0.670832,0.329168,0.670631,0.670832
9,0.363517,0.749207,0.665711,0.334289,0.665507,0.665711
