epoch,train_loss,valid_loss,accuracy,error_rate,f_beta,f_beta,time
0,0.644506,0.653893,0.614307,0.385693,0.596340,0.614307
1,0.613478,0.603134,0.667350,0.332650,0.661770,0.667350
2,0.620429,0.646003,0.631777,0.368223,0.605433,0.631777
3,0.569492,0.581213,0.693126,0.306874,0.693104,0.693126
4,0.551316,0.589883,0.689103,0.310897,0.689101,0.689103
5,0.531730,0.601598,0.678468,0.321532,0.675791,0.678468
6,0.490015,0.612855,0.683497,0.316503,0.682273,0.683497
7,0.441904,0.654795,0.676736,0.323264,0.676538,0.676736
8,0.403201,0.701688,0.670236,0.329764,0.670205,0.670236
9,0.355221,0.741144,0.667275,0.332725,0.667165,0.667275
