epoch,train_loss,valid_loss,accuracy,error_rate,f_beta,f_beta,time
0,0.639532,0.651733,0.632075,0.367925,0.628250,0.632075
1,0.613616,0.614271,0.656045,0.343955,0.646239,0.656045
2,0.589602,0.612551,0.666605,0.333395,0.656393,0.666605
3,0.567648,0.584484,0.689997,0.310003,0.689700,0.689997
4,0.555438,0.598870,0.679046,0.320954,0.675047,0.679046
5,0.527359,0.603914,0.682920,0.317080,0.681085,0.682920
6,0.496635,0.616779,0.684819,0.315181,0.684744,0.684819
7,0.454763,0.646554,0.677742,0.322258,0.677529,0.677742
8,0.406614,0.697859,0.670925,0.329075,0.670804,0.670925
9,0.358062,0.730905,0.667908,0.332092,0.667748,0.667908
