epoch,train_loss,valid_loss,accuracy,error_rate,f_beta,f_beta,time
0,0.637708,0.631095,0.638947,0.361053,0.634481,0.638947
1,0.633693,0.607382,0.672080,0.327920,0.671811,0.672080
2,0.585083,0.589646,0.686253,0.313747,0.685521,0.686253
3,0.577353,0.588956,0.686589,0.313411,0.686271,0.686589
4,0.546434,0.585941,0.689140,0.310860,0.689038,0.689140
5,0.521606,0.608205,0.685639,0.314361,0.685276,0.685639
6,0.489105,0.641004,0.679232,0.320768,0.677356,0.679232
7,0.451762,0.644122,0.680145,0.319855,0.680139,0.680145
8,0.395957,0.703281,0.672509,0.327491,0.672336,0.672509
9,0.352314,0.756601,0.667107,0.332893,0.666759,0.667107
