epoch,train_loss,valid_loss,accuracy,error_rate,f_beta,f_beta,time
0,0.651658,0.650196,0.612370,0.387630,0.596514,0.612370
1,0.619233,0.601020,0.678748,0.321252,0.678715,0.678748
2,0.596881,0.591469,0.683199,0.316801,0.682979,0.683199
3,0.575183,0.589511,0.684559,0.315441,0.683762,0.684559
4,0.549872,0.593956,0.683124,0.316876,0.681801,0.683124
5,0.524506,0.599467,0.685825,0.314175,0.685563,0.685825
6,0.487104,0.620976,0.679809,0.320191,0.678630,0.679809
7,0.447057,0.645773,0.676699,0.323301,0.676593,0.676699
8,0.401569,0.697934,0.669473,0.330527,0.669261,0.669473
9,0.356844,0.737159,0.665655,0.334345,0.665378,0.665655
