epoch,train_loss,valid_loss,accuracy,error_rate,f_beta,f_beta,time
0,0.644860,0.633050,0.637886,0.362114,0.637701,0.637886
1,0.645980,0.609711,0.672043,0.327957,0.669452,0.672043
2,0.589501,0.592944,0.681858,0.318142,0.679550,0.681858
3,0.573740,0.641485,0.686402,0.313598,0.685784,0.686402
4,0.559667,0.586060,0.688712,0.311288,0.688675,0.688712
5,0.529389,0.594572,0.685508,0.314492,0.684231,0.685508
6,0.496372,0.635572,0.668393,0.331607,0.661161,0.668393
7,0.451639,0.641770,0.675358,0.324642,0.674384,0.675358
8,0.411051,0.688393,0.667946,0.332054,0.667831,0.667946
9,0.349406,0.749823,0.664556,0.335444,0.664286,0.664556
