epoch,train_loss,valid_loss,accuracy,error_rate,f_beta,f_beta,time
0,0.434437,0.405545,0.811868,0.188132,0.811376,0.811868,
epoch,train_loss,valid_loss,accuracy,error_rate,f_beta,f_beta,time
0,0.356576,0.339444,0.84912,0.15088,0.847468,0.84912,
epoch,train_loss,valid_loss,accuracy,error_rate,f_beta,f_beta,time
0,0.337589,0.349146,0.849682,0.150318,0.847907,0.849682,
epoch,train_loss,valid_loss,accuracy,error_rate,f_beta,f_beta,time
0,0.286925,0.302411,0.871584,0.128416,0.869057,0.871584,
epoch,train_loss,valid_loss,accuracy,error_rate,f_beta,f_beta,time
0,0.237122,0.296813,0.878697,0.121303,0.877137,0.878697,
epoch,train_loss,valid_loss,accuracy,error_rate,f_beta,f_beta,time
0,0.36323,0.316502,0.864845,0.135155,0.862685,0.864845,
epoch,train_loss,valid_loss,accuracy,error_rate,f_beta,f_beta,time
0,0.207475,0.29261,0.879259,0.120741,0.877031,0.879259,
epoch,train_loss,valid_loss,accuracy,error_rate,f_beta,f_beta,time
0,0.188193,0.301684,0.889382,0.110618,0.878099,0.880382,
epoch,train_loss,valid_loss,accuracy,error_rate,f_beta,f_beta,time
0,0.251611,0.335403,0.873081,0.126919,0.871233,0.873081,
epoch,train_loss,valid_loss,accuracy,error_rate,f_beta,f_beta,time
0,0.154066,0.333266,0.880008,0.119993,0.877769,0.880007,
