epoch,train_loss,valid_loss,accuracy,error_rate,f_beta,f_beta,time
0,0.649207,0.634966,0.635241,0.364759,0.633861,0.635241
1,0.602254,0.605308,0.672583,0.327417,0.671280,0.672583
2,0.590072,0.590742,0.681318,0.318682,0.680047,0.681318
3,0.569949,0.583780,0.688488,0.311512,0.688268,0.688488
4,0.554211,0.591209,0.683516,0.316484,0.680498,0.683516
5,0.532868,0.598210,0.684968,0.315032,0.684778,0.684968
6,0.511026,0.610770,0.680889,0.319111,0.680099,0.680889
7,0.450028,0.651657,0.676122,0.323878,0.676118,0.676122
8,0.396851,0.713788,0.670087,0.329913,0.670084,0.670087
9,0.356916,0.739229,0.665487,0.334513,0.665304,0.665487
