epoch,train_loss,valid_loss,accuracy,error_rate,f_beta,f_beta,time
0,0.641745,0.643357,0.639487,0.360513,0.638845,0.639488
1,0.622254,0.607583,0.671242,0.328758,0.668150,0.671242
2,0.588669,0.597907,0.677742,0.322258,0.677502,0.677742
3,0.568852,0.589423,0.689978,0.310022,0.689962,0.689978
4,0.550666,0.589177,0.685825,0.314175,0.683253,0.685825
5,0.529523,0.591151,0.688079,0.311921,0.688000,0.688079
6,0.486227,0.635636,0.677034,0.322966,0.674493,0.677034
7,0.450051,0.647855,0.674557,0.325443,0.674105,0.674557
8,0.386044,0.700483,0.671670,0.328330,0.671294,0.671670
9,0.370987,0.753669,0.668076,0.331924,0.667376,0.668076
