epoch,train_loss,valid_loss,accuracy,error_rate,f_beta,f_beta,time
0,0.643766,0.634870,0.639264,0.360736,0.637052,0.639264
1,0.609016,0.642164,0.645745,0.354255,0.632515,0.645745
2,0.593454,0.585549,0.688581,0.311419,0.688577,0.688581
3,0.573527,0.587016,0.688600,0.311400,0.686986,0.688600
4,0.559595,0.592114,0.687687,0.312313,0.687369,0.687687
5,0.534087,0.589749,0.687166,0.312834,0.686646,0.687166
6,0.500201,0.622025,0.681672,0.318328,0.681617,0.681672
7,0.440115,0.653715,0.675731,0.324269,0.675534,0.675731
8,0.399892,0.686392,0.670162,0.329838,0.670049,0.670162
9,0.364132,0.754455,0.665655,0.334345,0.665497,0.665655
