epoch,train_loss,valid_loss,accuracy,error_rate,f_beta,f_beta,time
0,0.648509,0.643007,0.618032,0.381968,0.602199,0.618032
1,0.623783,0.600225,0.674222,0.325778,0.673216,0.674222
2,0.598663,0.615913,0.645764,0.354236,0.624373,0.645764
3,0.575731,0.595316,0.683236,0.316764,0.682154,0.683236
4,0.558292,0.582976,0.690723,0.309277,0.690660,0.690723
5,0.529906,0.594980,0.685788,0.314212,0.685759,0.685788
6,0.503748,0.613916,0.679660,0.320340,0.678211,0.679660
7,0.439738,0.655718,0.674557,0.325443,0.674465,0.674557
8,0.403781,0.687136,0.668542,0.331458,0.668357,0.668542
9,0.344711,0.751662,0.664072,0.335928,0.663823,0.664072
