epoch,train_loss,valid_loss,accuracy,error_rate,f_beta,f_beta,time
0,0.652593,0.642681,0.634459,0.365541,0.633080,0.634459
1,0.630979,0.620998,0.654890,0.345110,0.647008,0.654890
2,0.599498,0.633843,0.647310,0.352690,0.628532,0.647310
3,0.568633,0.604423,0.685304,0.314697,0.683079,0.685304
4,0.553935,0.583345,0.693219,0.306781,0.693217,0.693219
5,0.524342,0.587117,0.692381,0.307619,0.691885,0.692381
6,0.491664,0.620450,0.683516,0.316484,0.683473,0.683516
7,0.441700,0.654882,0.674818,0.325182,0.673142,0.674818
8,0.392867,0.699763,0.671037,0.328963,0.670460,0.671037
9,0.355104,0.751713,0.668821,0.331179,0.668610,0.668821
