epoch,train_loss,valid_loss,accuracy,error_rate,f_beta,f_beta,time
0,0.640573,0.678874,0.614885,0.385115,0.594513,0.614885
1,0.616353,0.611203,0.672024,0.327976,0.671240,0.672024
2,0.598865,0.594694,0.683553,0.316447,0.682179,0.683553
3,0.572494,0.594006,0.685415,0.314585,0.683885,0.685415
4,0.560955,0.591581,0.683441,0.316559,0.682141,0.683441
5,0.530720,0.597374,0.682603,0.317397,0.681991,0.682603
6,0.495417,0.633276,0.680685,0.319315,0.679768,0.680685
7,0.438046,0.661547,0.671670,0.328330,0.670525,0.671670
8,0.392138,0.709626,0.668542,0.331458,0.668001,0.668542
9,0.363401,0.753501,0.664928,0.335072,0.664570,0.664928
