epoch,train_loss,valid_loss,accuracy,error_rate,f_beta,f_beta,time
0,0.642319,0.650184,0.612091,0.387909,0.591276,0.612091
1,0.621698,0.613119,0.670553,0.329447,0.668307,0.670553
2,0.604237,0.595676,0.677667,0.322333,0.677651,0.677667
3,0.568288,0.595342,0.677053,0.322947,0.672976,0.677053
4,0.550079,0.589526,0.686887,0.313113,0.685333,0.686887
5,0.517951,0.596778,0.685937,0.314063,0.685529,0.685937
6,0.492579,0.619717,0.684149,0.315851,0.683943,0.684149
7,0.435954,0.665005,0.675544,0.324456,0.674760,0.675544
8,0.383976,0.711209,0.669417,0.330583,0.669272,0.669417
9,0.359224,0.747152,0.665934,0.334066,0.665906,0.665934
